TOP.60cc038f.0001ac0e	START
TOP.60cc2d94.000e4629	user_options->encoding_to	utf-8
TOP.60cc2d94.000e4629	user_options->rp_files[0]	rules/best64.rule
TOP.60cc2d94.000e4629	user_options->rule_buf_l	:
TOP.60cc2d94.000e4629	user_options->rule_buf_r	:
TOP.60cc2d94.000e4629	user_options->session	hashcat
TOP.60cc2d94.000e4629	user_options->limit	0
TOP.60cc2d94.000e4629	user_options->skip	0
TOP.60cc2d94.000e4629	user_options->attack_mode	0
TOP.60cc2d94.000e4629	user_options->benchmark	0
TOP.60cc2d94.000e4629	user_options->benchmark_all	0
TOP.60cc2d94.000e4629	user_options->bitmap_max	18
TOP.60cc2d94.000e4629	user_options->bitmap_min	16
TOP.60cc2d94.000e4629	user_options->debug_mode	0
TOP.60cc2d94.000e4629	user_options->hash_info	0
TOP.60cc2d94.000e4629	user_options->force	0
TOP.60cc2d94.000e4629	user_options->hwmon_disable	0
TOP.60cc2d94.000e4629	user_options->hwmon_temp_abort	90
TOP.60cc2d94.000e4629	user_options->hash_mode	1800
TOP.60cc2d94.000e4629	user_options->hex_charset	0
TOP.60cc2d94.000e4629	user_options->hex_salt	0
TOP.60cc2d94.000e4629	user_options->hex_wordlist	0
TOP.60cc2d94.000e4629	user_options->hook_threads	2
TOP.60cc2d94.000e4629	user_options->identify	0
TOP.60cc2d94.000e4629	user_options->increment	0
TOP.60cc2d94.000e4629	user_options->increment_max	256
TOP.60cc2d94.000e4629	user_options->increment_min	1
TOP.60cc2d94.000e4629	user_options->keep_guessing	0
TOP.60cc2d94.000e4629	user_options->kernel_accel	0
TOP.60cc2d94.000e4629	user_options->kernel_loops	0
TOP.60cc2d94.000e4629	user_options->kernel_threads	0
TOP.60cc2d94.000e4629	user_options->keyspace	0
TOP.60cc2d94.000e4629	user_options->left	0
TOP.60cc2d94.000e4629	user_options->logfile_disable	0
TOP.60cc2d94.000e4629	user_options->loopback	0
TOP.60cc2d94.000e4629	user_options->machine_readable	0
TOP.60cc2d94.000e4629	user_options->markov_classic	0
TOP.60cc2d94.000e4629	user_options->markov_disable	0
TOP.60cc2d94.000e4629	user_options->markov_threshold	256
TOP.60cc2d94.000e4629	user_options->backend_info	0
TOP.60cc2d94.000e4629	user_options->backend_vector_width	0
TOP.60cc2d94.000e4629	user_options->optimized_kernel_enable	1
TOP.60cc2d94.000e4629	user_options->outfile_autohex	1
TOP.60cc2d94.000e4629	user_options->outfile_check_timer	5
TOP.60cc2d94.000e4629	user_options->outfile_format	3
TOP.60cc2d94.000e4629	user_options->wordlist_autohex_disable	0
TOP.60cc2d94.000e4629	user_options->potfile_disable	0
TOP.60cc2d94.000e4629	user_options->progress_only	0
TOP.60cc2d94.000e4629	user_options->quiet	0
TOP.60cc2d94.000e4629	user_options->remove	0
TOP.60cc2d94.000e4629	user_options->remove_timer	60
TOP.60cc2d94.000e4629	user_options->restore	0
TOP.60cc2d94.000e4629	user_options->restore_disable	0
TOP.60cc2d94.000e4629	user_options->restore_timer	60
TOP.60cc2d94.000e4629	user_options->rp_files_cnt	1
TOP.60cc2d94.000e4629	user_options->rp_gen	0
TOP.60cc2d94.000e4629	user_options->rp_gen_func_max	4
TOP.60cc2d94.000e4629	user_options->rp_gen_func_min	1
TOP.60cc2d94.000e4629	user_options->rp_gen_seed	0
TOP.60cc2d94.000e4629	user_options->runtime	0
TOP.60cc2d94.000e4629	user_options->scrypt_tmto	0
TOP.60cc2d94.000e4629	user_options->segment_size	33554432
TOP.60cc2d94.000e4629	user_options->self_test_disable	0
TOP.60cc2d94.000e4629	user_options->slow_candidates	0
TOP.60cc2d94.000e4629	user_options->show	0
TOP.60cc2d94.000e4629	user_options->speed_only	0
TOP.60cc2d94.000e4629	user_options->spin_damp	0
TOP.60cc2d94.000e4629	user_options->status	0
TOP.60cc2d94.000e4629	user_options->status_json	0
TOP.60cc2d94.000e4629	user_options->status_timer	10
TOP.60cc2d94.000e4629	user_options->stdout_flag	0
TOP.60cc2d94.000e4629	user_options->usage	0
TOP.60cc2d94.000e4629	user_options->username	0
TOP.60cc2d94.000e4629	user_options->veracrypt_pim_start	485
TOP.60cc2d94.000e4629	user_options->veracrypt_pim_stop	485
TOP.60cc2d94.000e4629	user_options->version	0
TOP.60cc2d94.000e4629	user_options->workload_profile	4
TOP.60cc2d94.000e4629	user_options->brain_client	0
TOP.60cc2d94.000e4629	user_options->brain_client_features	2
TOP.60cc2d94.000e4629	user_options->brain_server	0
TOP.60cc2d94.000e4629	user_options->brain_server_timer	300
TOP.60cc2d94.000e4629	user_options->brain_port	6863
TOP.60cc2d94.000e4629	user_options->brain_session	0
TOP.60cc2d94.000e4629	hashes->hashfile	Preguntas1/archivo_5
TOP.60cc2d94.000e4629	hashes->hashlist_mode	5
TOP.60cc2d94.000e4629	hashes->hashlist_format	0
TOP.60cc2d94.000e4629	hashes->hashes_cnt	0
TOP.60cc2d94.000e4629	hashes->digests_cnt	20
TOP.60cc2d94.000e4629	hashes->digests_done	0
TOP.60cc2d94.000e4629	hashes->salts_cnt	20
TOP.60cc2d94.000e4629	hashes->salts_done	0
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	START
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	straight_ctx->dict	diccionarios/diccionario_1.dict
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	rulefile	rules/best64.rule
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	runtime_start	1623993752
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	runtime_stop	1623994178
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	status-after-work	7
TOP.60cc2d94.000e4629	SUB.60cc2d95.000df0ed	STOP
TOP.60cc2d94.000e4629	proc_start	1623993748
TOP.60cc2d94.000e4629	proc_stop	1623994180
TOP.60cc2d94.000e4629	STOP
TOP.60ce8ae7.0002383b	START
TOP.60ce8ae7.0002383b	folder_config->cwd	C:\Users\juan2\Documents\tarea 4 criptografia\hashcat-6.2.2
TOP.60ce8ae7.0002383b	folder_config->install_dir	.
TOP.60ce8ae7.0002383b	folder_config->profile_dir	.
TOP.60ce8ae7.0002383b	folder_config->session_dir	.
TOP.60ce8ae7.0002383b	folder_config->shared_dir	.
TOP.60ce8ae7.0002383b	user_options->separator	:
TOP.60ce8ae7.0002383b	user_options->encoding_from	utf-8
TOP.60ce8ae7.0002383b	user_options->encoding_to	utf-8
TOP.60ce8ae7.0002383b	user_options->rp_files[0]	rules/best64.rule
TOP.60ce8ae7.0002383b	user_options->rule_buf_l	:
TOP.60ce8ae7.0002383b	user_options->rule_buf_r	:
TOP.60ce8ae7.0002383b	user_options->session	hashcat
TOP.60ce8ae7.0002383b	user_options->limit	0
TOP.60ce8ae7.0002383b	user_options->skip	0
TOP.60ce8ae7.0002383b	user_options->attack_mode	0
TOP.60ce8ae7.0002383b	user_options->benchmark	0
TOP.60ce8ae7.0002383b	user_options->benchmark_all	0
TOP.60ce8ae7.0002383b	user_options->bitmap_max	18
TOP.60ce8ae7.0002383b	user_options->bitmap_min	16
TOP.60ce8ae7.0002383b	user_options->debug_mode	0
TOP.60ce8ae7.0002383b	user_options->hash_info	0
TOP.60ce8ae7.0002383b	user_options->force	0
TOP.60ce8ae7.0002383b	user_options->hwmon_disable	0
TOP.60ce8ae7.0002383b	user_options->hwmon_temp_abort	90
TOP.60ce8ae7.0002383b	user_options->hash_mode	1000
TOP.60ce8ae7.0002383b	user_options->hex_charset	0
TOP.60ce8ae7.0002383b	user_options->hex_salt	0
TOP.60ce8ae7.0002383b	user_options->hex_wordlist	0
TOP.60ce8ae7.0002383b	user_options->hook_threads	2
TOP.60ce8ae7.0002383b	user_options->identify	0
TOP.60ce8ae7.0002383b	user_options->increment	0
TOP.60ce8ae7.0002383b	user_options->increment_max	256
TOP.60ce8ae7.0002383b	user_options->increment_min	1
TOP.60ce8ae7.0002383b	user_options->keep_guessing	0
TOP.60ce8ae7.0002383b	user_options->kernel_accel	0
TOP.60ce8ae7.0002383b	user_options->kernel_loops	0
TOP.60ce8ae7.0002383b	user_options->kernel_threads	0
TOP.60ce8ae7.0002383b	user_options->keyspace	0
TOP.60ce8ae7.0002383b	user_options->left	0
TOP.60ce8ae7.0002383b	user_options->logfile_disable	0
TOP.60ce8ae7.0002383b	user_options->loopback	0
TOP.60ce8ae7.0002383b	user_options->machine_readable	0
TOP.60ce8ae7.0002383b	user_options->markov_classic	0
TOP.60ce8ae7.0002383b	user_options->markov_disable	0
TOP.60ce8ae7.0002383b	user_options->markov_threshold	256
TOP.60ce8ae7.0002383b	user_options->backend_info	0
TOP.60ce8ae7.0002383b	user_options->backend_vector_width	0
TOP.60ce8ae7.0002383b	user_options->optimized_kernel_enable	1
TOP.60ce8ae7.0002383b	user_options->outfile_autohex	1
TOP.60ce8ae7.0002383b	user_options->outfile_check_timer	5
TOP.60ce8ae7.0002383b	user_options->outfile_format	3
TOP.60ce8ae7.0002383b	user_options->wordlist_autohex_disable	0
TOP.60ce8ae7.0002383b	user_options->potfile_disable	0
TOP.60ce8ae7.0002383b	user_options->progress_only	0
TOP.60ce8ae7.0002383b	user_options->quiet	0
TOP.60ce8ae7.0002383b	user_options->remove	0
TOP.60ce8ae7.0002383b	user_options->remove_timer	60
TOP.60ce8ae7.0002383b	user_options->restore	0
TOP.60ce8ae7.0002383b	user_options->restore_disable	0
TOP.60ce8ae7.0002383b	user_options->restore_timer	60
TOP.60ce8ae7.0002383b	user_options->rp_files_cnt	1
TOP.60ce8ae7.0002383b	user_options->rp_gen	0
TOP.60ce8ae7.0002383b	user_options->rp_gen_func_max	4
TOP.60ce8ae7.0002383b	user_options->rp_gen_func_min	1
TOP.60ce8ae7.0002383b	user_options->rp_gen_seed	0
TOP.60ce8ae7.0002383b	user_options->runtime	0
TOP.60ce8ae7.0002383b	user_options->scrypt_tmto	0
TOP.60ce8ae7.0002383b	user_options->segment_size	33554432
TOP.60ce8ae7.0002383b	user_options->self_test_disable	0
TOP.60ce8ae7.0002383b	user_options->slow_candidates	0
TOP.60ce8ae7.0002383b	user_options->show	0
TOP.60ce8ae7.0002383b	user_options->speed_only	0
TOP.60ce8ae7.0002383b	user_options->spin_damp	0
TOP.60ce8ae7.0002383b	user_options->status	0
TOP.60ce8ae7.0002383b	user_options->status_json	0
TOP.60ce8ae7.0002383b	user_options->status_timer	10
TOP.60ce8ae7.0002383b	user_options->stdout_flag	0
TOP.60ce8ae7.0002383b	user_options->usage	0
TOP.60ce8ae7.0002383b	user_options->username	0
TOP.60ce8ae7.0002383b	user_options->veracrypt_pim_start	485
TOP.60ce8ae7.0002383b	user_options->veracrypt_pim_stop	485
TOP.60ce8ae7.0002383b	user_options->version	0
TOP.60ce8ae7.0002383b	user_options->workload_profile	4
TOP.60ce8ae7.0002383b	user_options->brain_client	0
TOP.60ce8ae7.0002383b	user_options->brain_client_features	2
TOP.60ce8ae7.0002383b	user_options->brain_server	0
TOP.60ce8ae7.0002383b	user_options->brain_server_timer	300
TOP.60ce8ae7.0002383b	user_options->brain_port	6863
TOP.60ce8ae7.0002383b	user_options->brain_session	0
TOP.60ce8ae7.0002383b	hashes->hashfile	Preguntas2/archivo_4
TOP.60ce8ae7.0002383b	hashes->hashlist_mode	5
TOP.60ce8ae7.0002383b	hashes->hashlist_format	0
TOP.60ce8ae7.0002383b	hashes->hashes_cnt	0
TOP.60ce8ae7.0002383b	hashes->digests_cnt	1000
TOP.60ce8ae7.0002383b	hashes->digests_done	0
TOP.60ce8ae7.0002383b	hashes->salts_cnt	1
TOP.60ce8ae7.0002383b	hashes->salts_done	0
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	START
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	straight_ctx->dict	diccionarios/diccionario_2.dict
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	rulefile	rules/best64.rule
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	runtime_start	1624148764
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	runtime_stop	1624148770
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	status-after-work	6
TOP.60ce8ae7.0002383b	SUB.60ce8b1c.00018b1c	STOP
TOP.60ce8ae7.0002383b	proc_start	1624148711
TOP.60ce8ae7.0002383b	proc_stop	1624148772
TOP.60ce8ae7.0002383b	STOP
TOP.60ce8b73.000c6782	START
TOP.60ce8b73.000c6782	folder_config->cwd	C:\Users\juan2\Documents\tarea 4 criptografia\hashcat-6.2.2
TOP.60ce8b73.000c6782	folder_config->install_dir	.
TOP.60ce8b73.000c6782	folder_config->profile_dir	.
TOP.60ce8b73.000c6782	folder_config->session_dir	.
TOP.60ce8b73.000c6782	folder_config->shared_dir	.
TOP.60ce8b73.000c6782	user_options->separator	:
TOP.60ce8b73.000c6782	user_options->encoding_from	utf-8
TOP.60ce8b73.000c6782	user_options->encoding_to	utf-8
TOP.60ce8b73.000c6782	user_options->rp_files[0]	rules/best64.rule
TOP.60ce8b73.000c6782	user_options->rule_buf_l	:
TOP.60ce8b73.000c6782	user_options->rule_buf_r	:
TOP.60ce8b73.000c6782	user_options->session	hashcat
TOP.60ce8b73.000c6782	user_options->limit	0
TOP.60ce8b73.000c6782	user_options->skip	0
TOP.60ce8b73.000c6782	user_options->attack_mode	0
TOP.60ce8b73.000c6782	user_options->benchmark	0
TOP.60ce8b73.000c6782	user_options->benchmark_all	0
TOP.60ce8b73.000c6782	user_options->bitmap_max	18
TOP.60ce8b73.000c6782	user_options->bitmap_min	16
TOP.60ce8b73.000c6782	user_options->debug_mode	0
TOP.60ce8b73.000c6782	user_options->hash_info	0
TOP.60ce8b73.000c6782	user_options->force	0
TOP.60ce8b73.000c6782	user_options->hwmon_disable	0
TOP.60ce8b73.000c6782	user_options->hwmon_temp_abort	90
TOP.60ce8b73.000c6782	user_options->hash_mode	1800
TOP.60ce8b73.000c6782	user_options->hex_charset	0
TOP.60ce8b73.000c6782	user_options->hex_salt	0
TOP.60ce8b73.000c6782	user_options->hex_wordlist	0
TOP.60ce8b73.000c6782	user_options->hook_threads	2
TOP.60ce8b73.000c6782	user_options->identify	0
TOP.60ce8b73.000c6782	user_options->increment	0
TOP.60ce8b73.000c6782	user_options->increment_max	256
TOP.60ce8b73.000c6782	user_options->increment_min	1
TOP.60ce8b73.000c6782	user_options->keep_guessing	0
TOP.60ce8b73.000c6782	user_options->kernel_accel	0
TOP.60ce8b73.000c6782	user_options->kernel_loops	0
TOP.60ce8b73.000c6782	user_options->kernel_threads	0
TOP.60ce8b73.000c6782	user_options->keyspace	0
TOP.60ce8b73.000c6782	user_options->left	0
TOP.60ce8b73.000c6782	user_options->logfile_disable	0
TOP.60ce8b73.000c6782	user_options->loopback	0
TOP.60ce8b73.000c6782	user_options->machine_readable	0
TOP.60ce8b73.000c6782	user_options->markov_classic	0
TOP.60ce8b73.000c6782	user_options->markov_disable	0
TOP.60ce8b73.000c6782	user_options->markov_threshold	256
TOP.60ce8b73.000c6782	user_options->backend_info	0
TOP.60ce8b73.000c6782	user_options->backend_vector_width	0
TOP.60ce8b73.000c6782	user_options->optimized_kernel_enable	1
TOP.60ce8b73.000c6782	user_options->outfile_autohex	1
TOP.60ce8b73.000c6782	user_options->outfile_check_timer	5
TOP.60ce8b73.000c6782	user_options->outfile_format	3
TOP.60ce8b73.000c6782	user_options->wordlist_autohex_disable	0
TOP.60ce8b73.000c6782	user_options->potfile_disable	0
TOP.60ce8b73.000c6782	user_options->progress_only	0
TOP.60ce8b73.000c6782	user_options->quiet	0
TOP.60ce8b73.000c6782	user_options->remove	0
TOP.60ce8b73.000c6782	user_options->remove_timer	60
TOP.60ce8b73.000c6782	user_options->restore	0
TOP.60ce8b73.000c6782	user_options->restore_disable	0
TOP.60ce8b73.000c6782	user_options->restore_timer	60
TOP.60ce8b73.000c6782	user_options->rp_files_cnt	1
TOP.60ce8b73.000c6782	user_options->rp_gen	0
TOP.60ce8b73.000c6782	user_options->rp_gen_func_max	4
TOP.60ce8b73.000c6782	user_options->rp_gen_func_min	1
TOP.60ce8b73.000c6782	user_options->rp_gen_seed	0
TOP.60ce8b73.000c6782	user_options->runtime	0
TOP.60ce8b73.000c6782	user_options->scrypt_tmto	0
TOP.60ce8b73.000c6782	user_options->segment_size	33554432
TOP.60ce8b73.000c6782	user_options->self_test_disable	0
TOP.60ce8b73.000c6782	user_options->slow_candidates	0
TOP.60ce8b73.000c6782	user_options->show	0
TOP.60ce8b73.000c6782	user_options->speed_only	0
TOP.60ce8b73.000c6782	user_options->spin_damp	0
TOP.60ce8b73.000c6782	user_options->status	0
TOP.60ce8b73.000c6782	user_options->status_json	0
TOP.60ce8b73.000c6782	user_options->status_timer	10
TOP.60ce8b73.000c6782	user_options->stdout_flag	0
TOP.60ce8b73.000c6782	user_options->usage	0
TOP.60ce8b73.000c6782	user_options->username	0
TOP.60ce8b73.000c6782	user_options->veracrypt_pim_start	485
TOP.60ce8b73.000c6782	user_options->veracrypt_pim_stop	485
TOP.60ce8b73.000c6782	user_options->version	0
TOP.60ce8b73.000c6782	user_options->workload_profile	4
TOP.60ce8b73.000c6782	user_options->brain_client	0
TOP.60ce8b73.000c6782	user_options->brain_client_features	2
TOP.60ce8b73.000c6782	user_options->brain_server	0
TOP.60ce8b73.000c6782	user_options->brain_server_timer	300
TOP.60ce8b73.000c6782	user_options->brain_port	6863
TOP.60ce8b73.000c6782	user_options->brain_session	0
TOP.60ce8b73.000c6782	hashes->hashfile	Preguntas2/archivo_5
TOP.60ce8b73.000c6782	hashes->hashlist_mode	5
TOP.60ce8b73.000c6782	hashes->hashlist_format	0
TOP.60ce8b73.000c6782	hashes->hashes_cnt	0
TOP.60ce8b73.000c6782	hashes->digests_cnt	20
TOP.60ce8b73.000c6782	hashes->digests_done	0
TOP.60ce8b73.000c6782	hashes->salts_cnt	20
TOP.60ce8b73.000c6782	hashes->salts_done	0
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	START
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	straight_ctx->dict	diccionarios/diccionario_2.dict
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	rulefile	rules/best64.rule
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	runtime_start	1624148855
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	runtime_stop	1624149012
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	status-after-work	7
TOP.60ce8b73.000c6782	SUB.60ce8b74.000b82db	STOP
TOP.60ce8b73.000c6782	proc_start	1624148851
TOP.60ce8b73.000c6782	proc_stop	1624149014
TOP.60ce8b73.000c6782	STOP
